length_cm,AMERICAN PLAICE,COD(ATLANTIC),HERRING(ATLANTIC),ATLANTIC HALIBUT ,REDFISH UNSEPARATED,"TURBOT, GREENLAND HALIBUT",HADDOCK,SANDLANCES,SILVER HAKE,SPINY DOGFISH,WHITE HAKE,WITCH FLOUNDER,YELLOWTAIL FLOUNDER,YEAR
45,1046027.295,9707206.005,,,166599.8431,,328957.0255,,45332.00581,,222087.6964,577808.0917,207067.1574,1973
46,745258.1938,12411470.16,3732642.444,,43094.66183,,220262.761,,124481.1502,,292810.6043,1383877.354,23656.27172,1973
47,665428.1003,8688380.196,,79154.72421,,,367074.2644,,80603.73497,,300927.8815,426319.1601,143219.7319,1973
48,490324.7678,10915964.44,,,,47019.07349,137834.5087,,50934.71479,,284667.9652,381748.1426,102371.7774,1973
49,461298.0263,10886957.36,,,,,57479.62425,,43018.14524,,264951.6463,882696.7584,39371.27827,1973
50,417956.3606,6388498.24,,,,,296819.3622,,112763.5131,,187611.4373,625735.7105,38220.1606,1973
51,205357.0291,8969518.7,,,,53549.15502,447265.2901,,94494.86027,,307839.2317,699640.7169,,1973
52,831877.3704,8700008.327,,44252.57309,,,288930.3576,,,,227499.2032,277667.3299,,1973
53,475920.1714,9146427.077,,,,,540165.4869,,13953.93105,,318135.1953,492136.7133,,1973
54,484285.5076,7968773.248,,20068.88551,,,301719.217,,,,327394.9167,262321.9508,,1973
55,121086.4153,6227304.519,,,,,496425.9182,,,,168454.4794,180315.5925,43419.11964,1973
56,166746.7035,5653964.007,,,,,58977.06265,,,,194657.7187,40613.61755,,1973
57,81579.98218,4597201.697,,79451.80677,,,122245.5975,,213854.455,,346829.7493,63077.71904,,1973
58,105411.2418,2389609.83,,23675.87289,,,696068.1048,,76612.3116,,99965.06838,148954.1646,,1973
59,118766.3497,3270333.863,,,,,196911.4176,,,,187289.0229,292320.3042,,1973
60,124163.9262,1374961.867,,66956.02838,,80031.88812,237789.3573,,,,108703.7284,48953.34076,,1973
61,,737152.5563,,24060.69143,,,70466.70765,,,,33357.92166,,,1973
62,,2781012.289,,,,,189150.9545,,,,141756.8793,,,1973
63,,809279.0693,,,,,466929.5544,,,,84367.04848,,,1973
64,107576.9698,956294.554,,,,,,,,,627653.0391,,,1973
65,,254596.9969,,157909.4791,,,,,141308.5428,,103112.5882,,,1973
66,,606907.3636,,,,,168891.3864,,,,,,,1973
67,,543311.8395,,,,,301973.0973,,,,188443.231,,,1973
68,,2547160.275,,,,,,,,,206077.6013,,,1973
69,,692587.9423,,,,,,,,,49811.39777,,,1973
70,,171516.226,,,,,,,,,642951.8298,,,1973
71,,325248.4523,,40997.71962,,110500.597,,,,,449521.337,,,1973
72,,,,33475.61109,,,226709.5351,,,,,,,1973
73,,,,,,,,,,,389717.8222,,,1973
74,,306132.9546,,,,,363578.8744,,,,,,,1973
75,,97196.74034,,,,,,,,,244078.2626,,,1973
76,,891436.9569,,208282.0593,,,,,,,93234.8624,,,1973
77,,,,52202.63451,,,,,,,,,,1973
78,,444877.7944,,,,,,,,,,,,1973
79,,,,123481.2478,,,,,,,,,,1973
80,,124985.5953,,,,,,,,,127507.88,,,1973
81,,,,47730.45179,,,,,,,,,,1973
82,,,,,,,,,,60559.84421,46285.01297,,,1973
83,,268689.4409,,77106.75955,,,,,,,646269.6013,,,1973
84,,382047.1563,,,,,,,,,,,,1973
86,,,,57407.13669,,,,,,,,,,1973
87,,415680.6346,,,,,,,,,,,,1973
88,,180069.566,,,,,,,,,420506.7646,,,1973
90,,514022.0674,,,,,,,,,346174.8724,,,1973
91,,183752.9919,,68431.39032,,,,,,,,,,1973
95,,196308.6776,,,,,,,,,,,,1973
97,,4427151.937,,,,,,,,,230184.0464,,,1973
98,,662896.5822,,,,,,,,,,,,1973
102,,682075.0575,,,,,,,,,,,,1973
105,,,,,,,,,,,903153.6154,,,1973
120,,1108926.2,,,,,,,,,,,,1973
4,,,,,149.453123,,,,,,,,,1974
5,,,,,,,,499.5331516,,,,,,1974
6,6049.066104,3282.149133,,,,,,1994.13186,,,,,5323.691968,1974
7,,29156.22447,,,,,,,,,,,,1974
8,5262.980479,12467.40612,,,,,1141.945873,,,,,757.8367686,10125.62007,1974
9,20367.49017,19055.93906,,,18813.39696,,18046.54406,,,,,,18060.18146,1974
10,289704.6501,123902.5551,,,29021.89602,,15485.30724,,,,4665.360131,,15907.00332,1974
11,461658.7996,45736.65169,,,215863.4359,,,,,,,8289.49457,,1974
12,485170.6501,,,,329044.9347,,,,,,,2110.569451,26306.91407,1974
13,365452.831,20771.4373,,,379270.2774,,,,,,,,77100.17123,1974
14,1053177.319,11509.27594,,,619128.6024,,,,22521.1916,,,2969.13877,98410.67534,1974
15,1234879.015,12455.91946,,,1021111.498,,,,,,,22585.34735,340494.3817,1974
16,1796562.776,26386.74623,,,1396494.873,37241.37245,,,58776.87473,,,14837.42746,876323.9921,1974
17,3069488.636,48517.83485,,,2063931.531,,,,134795.3052,,,39921.38804,1560408.294,1974
18,3259108.968,49800.28681,,,2641643.539,134203.1625,,,406574.4492,,,25808.15513,1358329.527,1974
19,3085124.923,96824.47761,,,2858547.912,43469.61938,21824.06201,,815245.4772,,33428.47944,8089.89292,1394943.447,1974
20,4042734.583,209498.5686,,,3520143.346,,12114.61311,60777.12315,1863958.164,,15213.09524,67266.95205,1224057.284,1974
21,3649739.308,246840.7461,,,3417252.229,12292.05697,9628.019663,689364.2672,1769063.822,,,81963.56384,1366793.026,1974
22,5691923.353,447259.2319,,,6268128.498,,68901.3566,2806754.874,1293481.565,,27801.69376,32009.00643,2604872.961,1974
23,5032290.971,496956.6013,,,5766028.485,,84918.71448,5683807.627,718869.1593,,,72115.61253,3392595.661,1974
24,5229157.743,298313.8625,,,5176198.472,412688.8811,84507.0989,6882719.162,307139.4101,,27736.18025,104881.3737,2771367.928,1974
25,6888921.829,1910759.504,,,5525869.742,484579.8466,43812.7635,4273222.859,581487.036,,,75213.98433,4205400.806,1974
26,6835849.072,1002564.513,599044.8106,,4933691.128,378789.188,32639.66895,2944015.669,2951407.612,,,222056.9676,5707630.251,1974
27,8073979.055,699738.6109,,,5173864.276,555331.8811,89354.22896,1264693.031,6117429.807,,,88103.61882,6181811.347,1974
28,9306754.253,2876616.065,,,4686163.891,285002.0462,63983.61555,1438195.849,9053854.823,,17947.43461,297338.4493,6201952.906,1974
29,10467988.86,528434.9414,870712.3658,,4165668.843,213098.3678,,1500063.393,6989635.088,,75403.95386,559150.7226,5603006.435,1974
30,11110135.52,605723.498,976946.0667,,2592555.465,74634.92973,95577.4473,502263.2101,6814438.957,,173501.535,464429.6188,6719401.182,1974
31,11406959.98,7137287.754,,,3386067.806,,155617.4106,199538.7895,3538019.164,,297640.1206,711037.7884,6358317.959,1974
32,12499017.24,878362.903,,,4138283.337,18173.54499,705451.7953,,2118527.903,,531792.3898,942576.6521,8441279.364,1974
33,9270387.819,1015319.737,,,6529719.537,19678.42043,255454.6708,,1837430.46,,523178.7683,1892040.357,6157621.751,1974
34,9863029.802,9873974.292,876552.9315,,7529023.599,,1386009.51,,1372509.863,,947484.5624,2307446.953,6550975.506,1974
35,10445748.62,883117.7263,,25679.7494,6563763.588,,729851.5769,,467777.5395,,728157.8148,1806430.302,5104218.731,1974
36,9038043.396,942132.1244,,,5879932.957,,1424401.374,,417369.4718,,1027308.896,2128590.378,3914012.697,1974
37,6703499.036,6063629.477,1172299.915,,3966690.436,,491123.3528,,549368.7903,,928759.3305,3010958.159,3901715.489,1974
38,5431996.654,891427.8909,,,2847553.977,,1290766.524,,550801.4548,,873259.2721,2850471.571,2367314.908,1974
39,4672078.128,787633.0893,904005.5138,,1892364.254,,506798.7766,,187838.1227,,957041.8384,2643859.605,1584258.988,1974
40,4991355.45,3664976.271,,,1167119.501,,1070361.882,,231585.314,,833444.1333,2700730.194,997367.0416,1974
41,3896189.581,634095.5806,,,754152.349,,460513.4305,,213251.992,,607213.5356,2859860.255,678585.3629,1974
42,3667337.413,1036188.152,,,907861.3993,,1560293.632,,372664.9977,,963528.2411,2747249.654,326990.804,1974
43,3198263.627,2085157.69,,,206798.2839,,708686.5253,,242408.8007,,672976.3333,1948632.54,294763.7446,1974
44,2794730.984,697649.2575,,,141307.1528,,1709892.986,,483387.1348,,553386.8386,2023153.392,83723.92506,1974
45,1773774.813,914984.5117,,53011.49053,70529.89873,20621.18334,573700.0478,,204231.85,,505023.9796,1668217.685,176079.6624,1974
46,1644862.527,1084526.509,,49290.16295,54213.99635,,1231381.427,,182262.6428,,406354.3643,1391777.069,60160.87811,1974
47,1718881.372,910087.2313,,,64071.75126,,613390.2102,,638528.5522,,220789.8914,1213204.239,135134.4037,1974
48,486181.7631,788832.4864,,,,,673491.9388,,170689.5011,,599731.2662,1167351.347,33853.28639,1974
49,1585965.02,869308.4133,,,,,284514.684,,274828.4136,,284447.9927,775689.728,,1974
50,411386.8169,816832.3406,,,,,360051.9103,,159693.7413,,193930.9497,924276.262,,1974
51,432854.6586,1130962.754,,,,,278595.3406,,406687.4967,,330502.8149,391634.4357,,1974
52,868716.1105,873612.5525,,,,,609839.2462,,249127.8054,,99568.80547,492386.9465,76811.43735,1974
53,453962.8162,1005204.528,,44654.11637,,,556666.53,,117256.2214,,241814.5989,494115.2314,,1974
54,823526.9954,1408724.422,,73778.56135,,,920965.3104,,114328.4294,,174989.7748,289662.5334,,1974
55,1846354.363,1180579.664,,,,,493252.2006,,89511.83466,,378302.675,100875.7504,135441.0302,1974
56,552833.725,1040070.236,,,,,699172.4457,,167313.5749,,212939.241,293634.506,,1974
57,2193420.516,819475.8516,,106798.4585,,,491302.0254,,77156.8415,,477707.5552,216091.0215,,1974
58,858476.1237,954024.6817,,117210.4274,,,653533.5539,,,,184039.1058,175402.376,,1974
59,230697.1224,578525.7294,,,,37356.4567,364576.0414,,180776.2983,,161996.4582,,,1974
60,312307.0556,776008.8259,,,,96609.21404,150891.9675,,,,637208.2967,333501.2931,,1974
61,58037.6894,1200417.148,,62331.88674,,231942.5137,379935.7375,,,,182862.1183,36110.37491,,1974
62,212593.4311,983033.8435,,103248.514,,,115839.0026,,113492.8093,,293004.8505,,,1974
63,266433.1691,453565.848,,183197.3523,,,360143.9807,,41340.92679,,83280.36829,40606.44791,,1974
64,87654.73548,359512.2523,,101215.936,,232154.342,517925.7226,,206561.8286,,315539.5262,66564.00689,,1974
65,288706.7278,1034081.773,,,,,142100.6272,,,,194108.3148,,,1974
66,80443.57963,792046.22,,,,,,,,,178364.075,,,1974
67,370429.9376,278749.3136,,,,,78502.23161,,,,274924.0796,,,1974
68,,201846.0138,,,,,163554.5495,,,,169978.5763,,,1974
69,,267735.7858,,,,,20942.93144,,,,25497.23689,,,1974
70,,573731.3566,,,,,,,,,378497.25,,,1974
71,,275509.8104,,,,,47025.13767,,,,,,,1974
72,,52093.34048,,,,,146816.2494,,,99870.14289,237886.2167,,,1974
73,,1007217.412,,,,,,,,,1065774.801,,,1974
74,,132801.7617,,,,,,,,,698604.3122,,,1974
75,,,,,,,,,,,375022.2059,,,1974
76,,,,,,,,,,,584871.9382,,,1974
77,,68980.9982,,,,,,,,,591668.6327,,,1974
78,,214815.7757,,,,,,,,,249210.2096,,,1974
80,,,,,,,,,,,227105.704,,,1974
81,,,,,,,,,,,76607.38938,,,1974
83,,256830.6451,,,,,,,,,,,,1974
84,,512643.9546,,,,,,,,,514249.3518,,,1974
85,,244771.8408,,,,,,,,,,,,1974
87,,373242.0437,,,,,,,,,,,,1974
88,,474912.6334,,,,,,,,,419778.578,,,1974
90,,,,311353.1149,,,,,,,,,,1974
98,,550859.7172,,,,,,,,,,,,1974
102,,,,,,,,,,,479550.0071,,,1974
106,,,,,,,,,,,540843.2482,,,1974
115,,814020.1332,,,,,,,,,,,,1974
5,,,,,,,,849.706892,,,,,,1975
6,,,,,,,371.5878335,16677.29523,,,,,,1975
7,,,,,,,1128.467586,10533.53658,,,,,,1975
8,,,,,13993.37151,,,9061.91791,,,,,,1975
9,13368.39488,19092.69408,,,20506.95277,4039.032578,3184.593373,,,,,,,1975
10,,,,,11209.67042,5777.071381,4715.94666,,,,,,4787.155719,1975
11,21711.30616,,,,10480.25849,,,,,,,,48765.19614,1975
12,90289.21612,,,,32401.90973,,,,,,,,10570.71523,1975
13,247814.3342,,,,111854.9539,,,,,,,,21986.28165,1975
14,637080.8732,,,,206483.1714,,,,,,,,71893.61909,1975
15,1160449.795,,,,718797.3326,,,81193.41182,14508.52978,,,6581.1363,546934.4886,1975
16,2120862.342,23221.25858,,,984909.071,,,,83216.19184,,,,1440128.283,1975
17,2019625.637,12255.91068,,,1877312.677,,21261.07353,,125394.0618,,,,997268.3307,1975
18,2219367.447,144330.9777,,,1879457.659,,,,177143.8482,,,,1170467.838,1975
19,2433067.091,241854.1365,,,2530132.825,,74972.61412,,211912.2638,,,67639.92632,2688779.458,1975
20,2531895.359,316884.4347,,16276.30365,3116717.041,,149462.2368,,499080.1405,,,45383.49927,2647087.144,1975
21,3098043.683,424840.698,,,3825985.915,,45132.40965,,458059.5836,,,79189.71496,3809999.414,1975
22,3611018.089,676810.16,,11470.00396,5738594.792,,231764.6178,49929.19152,523570.4594,,,36330.297,6187049.622,1975
23,4089397.799,415434.3119,,23971.72625,15469688.7,,152139.6032,56292.51157,331948.5048,,,6269.674862,4298012.041,1975
24,4244859.216,305430.0624,,,35252526.44,,1501490.435,126287.1534,126874.7621,,7212.878987,47275.39042,6467220.586,1975
25,5229091.426,1009539.533,61651.78546,,53939016.1,24616.48748,954839.8943,,89994.86706,,7644.518556,144902.0321,6482408.091,1975
26,5307392.867,484892.5785,446077.5923,13347.9923,72022464.62,182651.1564,2900942.226,78367.63816,64647.94253,,,146441.4778,6991475.436,1975
27,6668642.16,491318.4631,79367.40947,,70793077.56,59699.07883,555847.122,,113881.0045,,48723.88862,88354.24992,8919712.444,1975
28,6014292.473,794344.9763,419317.7876,,71022822.44,103534.0657,640315.997,,187104.2523,,94919.55471,79837.8082,7296261.086,1975
29,6836082.241,456187.3636,839637.8662,,63405334.5,,195086.4785,,417120.2693,,67879.65126,276701.857,6821860.151,1975
30,8808143.274,430298.4133,223441.0888,,38495054.5,,147380.1314,41509.35621,311235.9168,,96375.41001,134622.691,5160622.775,1975
31,7782619.905,546324.1417,3656356.284,,45307286.58,,84093.42261,,589157.5813,,264550.1538,295884.7415,5631027.716,1975
32,6948906.998,587494.2232,,,2382057.604,,16532.90387,,374422.8542,,177093.7119,401944.7905,6128529.56,1975
33,9040948.03,527071.8195,5931272.765,,15896921.18,156382.6377,37606.35116,,500074.7306,,155955.7445,558198.9229,5648656.118,1975
34,7553780.741,1240824.285,5880671.899,18799.85463,14225941.63,260731.1208,98915.72696,,273439.2406,,482491.7179,413568.682,5793561.864,1975
35,6778944.815,807184.6332,17016615.24,,4988451.628,165298.3698,13425.7605,,158263.8231,,226510.5071,396996.7612,4514104.66,1975
36,7442271.265,952001.7938,5831012.369,16936.64129,2722050.034,78094.01541,161618.7614,,103822.6697,,108298.9567,273404.2572,3951200.194,1975
37,7274487.341,2400777.01,4677705.529,,2912753.241,111771.1759,93906.95665,,83441.93814,,279367.317,555113.6382,3402358.194,1975
38,6247682.287,1328454.852,3601195.154,17730.40951,2847852.007,82682.82174,155156.7465,,74353.26985,,193829.9282,505314.6232,2331533.594,1975
39,4867181.513,906030.1317,2610329.799,18163.84782,1739628.522,,142332.2612,,15583.21399,,180861.6925,399644.126,1638791.78,1975
40,5181948.226,2646658.197,3090291.084,97768.72892,1610780.119,,617248.7593,,52652.65711,,419077.3718,780053.7114,921216.7736,1975
41,4554534.767,1291666.215,4182651.68,58765.53051,1041857.389,,753745.2868,,31011.59124,,198618.288,432888.3108,515367.0491,1975
42,4318713.055,1132165.554,,,756235.8244,36627.86646,988723.4602,,118179.7547,,35747.21784,327667.2334,392340.3732,1975
43,3874855.035,3556428.049,,69320.40552,695430.3111,,612614.3463,,148941.8751,,368417.5135,533592.6295,308484.554,1975
44,3744751.174,740062.4365,,29097.24557,462221.2149,,2567972.162,,,,196573.4213,406277.3578,309984.2423,1975
45,3049668.863,701888.5888,,,308115.4549,,817133.0321,,9379.89074,,179320.2887,511827.8209,,1975
46,2701932.612,2954130.699,,31005.22879,313352.3217,,1527030.288,,,,410147.1382,354637.7543,79394.10797,1975
47,1709872.796,1066214.164,,22481.04814,52768.1641,43813.42792,665376.7281,,,,98252.30854,465268.7681,83900.81637,1975
48,1434461.983,665560.4483,,,291061.0691,,1264720.566,,,,76239.96406,862761.677,43327.78256,1975
49,897649.9672,2328573.527,,,103858.3189,,598187.2866,,78142.74682,,368969.5662,792450.1336,,1975
50,1451244.848,606177.9642,,54668.12431,163402.397,,1183767.724,,,,49045.99608,372504.9724,,1975
51,922683.1841,505266.7442,,,115205.9998,,784298.2678,,,,159824.6517,455912.8351,,1975
52,887089.9526,1484103.925,,134288.3144,,,896129.8777,,,,363079.8733,480497.3843,,1975
53,1414216.908,749099.9673,,77827.86322,,,456589.6668,,123196.1984,,303493.5299,253570.6749,,1975
54,522366.6996,875833.2559,,46177.81903,,,1601175.886,,,,201910.1148,149444.3947,,1975
55,218010.6586,555232.5307,,,,,811214.2656,,51588.64598,,140229.9869,234526.1773,,1975
56,417634.5251,855536.465,,,,,876520.3748,,,,27554.30284,423903.6812,,1975
57,1086340.735,942937.8458,,,,46930.47151,637177.2481,,,,97367.87082,269943.7621,,1975
58,350712.6116,540023.1897,,29022.91768,,,798910.9258,,,,133579.5512,175985.1317,,1975
59,165961.8938,746707.037,,52388.78375,,,995213.9916,,,,25599.00655,155809.0948,,1975
60,218942.0875,139670.7995,,37534.53495,,,704249.0666,,,,184779.9602,,,1975
61,334400.1248,969855.6385,,,,,917010.8238,,37869.87679,,194207.3679,,,1975
62,438479.3099,737194.0559,,73042.44074,,,454061.8084,,,,129200.9284,,,1975
63,,403297.6112,,,,,469807.1568,,,,,165504.8933,,1975
64,,767869.722,,116981.8165,,,253917.6057,,,,245312.3473,,,1975
65,,488525.0035,,343362.6376,,,709959.0613,,,,,,,1975
66,,551170.0056,,86582.83183,,,63305.93849,,,,220620.5243,,,1975
67,,139408.1789,,,,,578841.726,,,,245901.0903,181004.5155,,1975
68,,504713.1571,,,,,255050.6254,,,,37387.54459,,,1975
69,345451.2539,641990.3823,,74253.28904,,,,,,,,,,1975
70,,627873.8211,,,,,245316.2399,,,,62814.0597,,,1975
71,,281414.4645,,,,,184828.3255,,,,,,,1975
72,,332325.4204,,,,,301508.9704,,,,195698.0239,,,1975
73,,723561.8421,,,,,56573.56721,,,,390866.3041,,,1975
74,,103463.1836,,,,,,,,,,,,1975
75,,269447.4782,,,,,,,,,,,,1975
76,,335164.2416,,,,,,,,,608791.488,,,1975
77,,236910.2801,,,,,,,,,204926.3759,,,1975
78,,533926.7804,,,,,,,,,,,,1975
79,,140761.5707,,,,,,,,,89730.5414,,,1975
80,,510854.7268,,,,,,,,,,,,1975
81,,48972.10349,,,,,,,,,48397.9532,,,1975
82,,239335.4689,,,,,,,,,,,,1975
84,,804498.753,,,,,,,,,451100.6191,,,1975
86,,112106.177,,,,,,,,,,,,1975
87,,116164.1462,,,,,,,,,,,,1975
90,,523529.7769,,,,,,,,,,,,1975
91,,645855.0542,,,,,,,,,,,,1975
92,,154205.1103,,,,,,,,,132200.1273,,,1975
96,,,,,,,,,,,81925.38157,,,1975
97,,,,,,,,,,,432159.0483,,,1975
100,,651972.4554,,,,,,,,,,,,1975
106,,633281.1554,,,,,,,,,,,,1975
108,,,,,,,,,,,118760.9932,,,1975
1,,,,,,,,,,,8.015034797,,,1976
4,,,,,,,80.19443592,,,,,,,1976
6,,,,,,,14258.63891,,,,,,,1976
8,,,,,,,16877.84573,,,,,,,1976
9,,,,,,,10115.39802,,,,,,,1976
10,,,,,19265.94745,,7573.989166,,,,,,,1976
11,,,,,222573.5794,,,,,,,,15757.23121,1976
12,112681.7647,,,,387678.0343,,,,,,,,55090.26955,1976
13,,,,,290091.9516,,,,,,,,125835.3764,1976
14,8990.94094,,,,144376.1312,,,,,,,,47094.03554,1976
15,121924.0599,17250.02491,,,347382.3673,,,,,,,,52110.39709,1976
16,472808.5047,,,,408050.026,,12492.50203,79997.26652,,,,,85556.26152,1976
17,326719.1722,,,,1110999.555,,43402.91001,282648.4352,18029.60389,,,,211656.7302,1976
18,1575381.237,168632.9984,,,2305642.523,,12502.35881,,56208.35053,,,,728404.3929,1976
19,3019850.433,154472.4845,,,2699714.515,,92578.99277,,126868.5368,,2353.325137,,722067.5476,1976
20,6454636.397,446143.3362,,,4286708.266,,469087.9127,,580386.7957,,2565.254324,2646.80767,1022404.026,1976
21,4611422.911,284251.2033,,,2975215.864,,653415.6756,499912.8645,989866.8799,,11558.88995,,696262.6697,1976
22,5641672.388,717998.457,,,4674227.444,,730542.2619,1133559.521,920644.1073,,,6202.87398,1797331.369,1976
23,5534796.737,536122.0163,,,4421290.38,,351683.1851,8946197.076,423302.1014,,13313.31019,17483.06848,2495436.19,1976
24,5347407.48,488084.1539,,,3030452.146,,292891.928,12902132.07,214495.946,,3407.703162,31124.3861,3686424.804,1976
25,5822052.735,724376.3938,,,2870563.225,21602.05981,188484.6567,15738446.1,296470.6479,,7231.034069,116635.7849,3921235.525,1976
26,5886159.997,955347.5693,,,3788373.993,22497.65325,240520.3222,9508835.461,1297849.093,,3822.220213,163106.3156,4137919.468,1976
27,6688843.496,804554.6456,,,4719926.772,,406655.0874,2626611.178,3103162.897,,86862.34154,113857.6116,5156810.687,1976
28,8459522.488,1785286.614,,,5284917.587,,387600.7949,362182.5784,4069262.148,,79292.41419,168590.1198,5239847.689,1976
29,8415223.644,673727.2761,,,6791065.287,23331.15547,181893.3798,,3509691.328,,122283.5385,123179.0538,6074798.155,1976
30,12984047.52,1012432.48,178002.4083,,8330330.647,,124080.086,,2584216.391,,146625.4778,59810.11755,6259761.168,1976
31,8535643.058,2582596.514,,,6003224.143,,354940.7117,,2163023.82,,253456.8395,137959.7703,5105311.586,1976
32,10948544.25,1191271.453,,,7008174.471,28775.46543,473371.1484,,1970936.214,,200516.1013,214630.2106,5168251.692,1976
33,10332113.25,1328946.862,,,6817519.974,,621404.9485,,1409821.113,,70704.0724,113475.5977,4211177.325,1976
34,9913821.295,2367207.821,,36117.81335,6310363.099,53968.04402,747304.6305,,1011654.076,,718656.1489,230302.3698,4964627.856,1976
35,11522558.16,1299478.77,,,6099196.78,,866867.4563,,524064.8557,,141779.3211,60162.84852,3293261.4,1976
36,10426984.81,1355282.31,1138738.541,,5446393.392,,888021.0705,,785254.4371,,256619.914,198367.1171,3927945.387,1976
